GPS_XSS_X,GPS_XSS_Y,ndvi,roads,pop,dem,slp,asp,sea,lc,avgt,mdr,maxt,mint,prec,seas,bf,mg,rb,ag,op,ir,of,shorebirds,n,hr_per_house,sampled_per_house,link
470687.6853,773466.0026,0.750203787,271.0536272,0.279313673,48.99788669,10.60988787,198.5616491,593.1900445,1.882032549,27.40282231,7.049570466,32.01887413,22.759822,2188.025301,55.84721175,24.3068478,490.2201468,633.409982,204.9066029,2081.995973,7566.395555,5397.02705,1,1,0,3,1
470187.6853,772966.0026,0.519602068,193.892195,0.110347273,21.50722954,7.087204539,174.5214952,346.4699916,5.786693262,27.45193083,7.054251639,32.06298359,22.8211713,2189.693736,55.74824749,78.6207202,154.4536817,445.4464898,85.73626733,2761.191678,7376.240784,5358.047311,1,1,0,3,1
479187.6853,770466.0026,0.421110783,237.9615577,1.17120105,12.5965686,3.008928645,150.7425371,248.8975162,6.45546872,27.50722473,7.065663486,32.08590193,22.86617643,2223.644536,58.1736493,161.9423739,119.6904146,552.226969,603.5626792,1069.506075,5997.502182,4988.214104,1,1,0,1,1
480687.6853,769466.0026,0.743165634,143.182267,1.487083003,22.57977742,4.25436594,166.5766114,658.8720287,3.254502999,27.49157066,6.993936998,31.99994589,22.89470797,2230.393878,58.37138386,39.1519787,341.794805,236.0764899,163.8748051,1979.970263,6848.174567,6385.024585,1,1,2,2,1
469687.6853,768966.0026,0.682505679,191.64,0.991265402,21.70725584,7.200451203,169.1369847,924.13792,4.007392972,27.45599263,7.133421813,32.07348627,22.80159018,2208.572186,55.55103999,82.8769219,173.3258676,200.6587615,133.8782761,1880.559523,5115.763405,4441.371448,1,1,2,2,1
469687.6853,768466.0026,0.671262145,276.4789691,0.471752175,61.91658855,16.3434837,141.2949121,1373.09095,3.863033842,27.42581087,7.135826989,32.05024844,22.77336727,2211.222613,55.54770549,53.08043799,303.924507,117.4688945,116.8552806,1614.388668,4928.535252,4458.297033,1,1,0,1,1
470187.6853,768466.0026,0.703291682,598.3925342,1.042074873,32.46218472,10.80197358,161.4115723,1601.092965,3.131971695,27.43295621,7.148214166,32.05801203,22.76886057,2214.410927,55.73677939,66.94912205,99.35688496,180.5071845,353.9298774,1190.530152,4459.993859,3960.755284,1,1,0,1,1
480687.6853,768466.0026,0.732396323,294.9674692,0.399581533,28.35046441,4.107310381,175.8431359,1004.777178,2.491703829,27.45669876,6.987591804,31.97805635,22.8584399,2235.061636,58.30307536,16.01470353,674.8821556,115.2980185,221.713755,1941.215734,6529.308476,6422.087238,1,1,0,1,1
481687.6853,768466.0026,0.531158098,156.6003477,0.352304453,14.77376265,4.215494977,128.5038625,285.9067539,4.896708647,27.49147933,6.978057429,31.99368905,22.89291717,2234.415951,58.50709776,172.1345447,151.8362233,447.7282383,187.1188394,2104.229475,7481.026754,7402.279682,1,1,0,2,1
481687.6853,767966.0026,0.718807241,202.1390285,0.387029787,24.09318753,5.472565822,173.273155,521.8085812,3.059871008,27.48643541,6.967461776,31.97741743,22.8772765,2238.206575,58.60081609,35.2949616,401.1573147,292.9913365,178.0222365,1678.321985,7397.983238,7460.166628,1,1,0,2,1
482187.6853,767466.0026,0.608442378,141.3010525,0.388953745,17.09991423,5.108994589,126.7228801,198.5548997,3.774812823,27.49531542,6.967580619,31.98829064,22.88829025,2238.730906,58.66228491,75.73718838,439.0984567,318.9533256,50.38254937,1384.984202,7556.701759,7765.920155,1,1,0,1,1
480687.6853,766966.0026,0.781040914,388.9063213,0.396708023,28.24921352,6.796608983,193.7878684,1249.910154,2.453304399,27.44799178,6.981591241,31.9597911,22.85834471,2245.367821,58.62144709,25.67841927,697.9690335,230.8925828,302.6273842,487.9181943,6327.312656,6703.663659,1,1,0,2,1
481687.6853,766966.0026,0.607367046,135.096047,2.994592752,14.14979416,4.166501308,144.8868827,307.5450392,4.938579868,27.49958627,6.969054501,31.99706633,22.89706575,2240.223247,58.72015243,140.3905753,153.0221145,366.4385946,96.62609397,934.9241624,7290.763837,7629.822968,1,1,0,2,1
480687.6853,766466.0026,0.719174994,139.6097728,0.391377042,24.74175188,8.564235087,210.0319816,1279.984047,4.719407968,27.41029264,6.981049132,31.92195357,22.82050809,2250.542226,58.41745269,67.17839302,702.3868515,155.3356611,85.05985143,185.8106434,6335.756755,6865.336308,1,1,0,1,1
475187.6853,765966.0026,0.617084613,366.5518662,0.427727218,39.90070491,8.443227196,172.0192362,5065.325373,7.035565374,27.38049682,7.237443935,32.00116737,22.69751009,2264.585505,57.14145744,151.8659774,1336.187371,193.3072884,403.1009627,325.3141332,1201.89138,3059.80305,1,1,0,2,1
478187.6853,765966.0026,0.760435309,133.4744796,0.388953745,39.89716786,7.934847143,161.7173037,3820.049906,5.338423691,27.36374757,7.115709098,31.97900871,22.69625758,2253.778692,57.50540038,385.9280426,910.0614106,142.9903602,28.54656555,377.5507649,3921.391014,4901.429989,1,1,0,2,1
478687.6853,765966.0026,0.692451751,201.0057551,0.388953745,35.58530941,8.083884025,174.6424301,3327.946358,5.782323566,27.35743207,7.078551448,31.93571967,22.69216262,2251.489037,57.70148931,292.9791738,1059.922224,168.4762043,50.6294147,163.207083,4410.027416,5308.921781,1,1,0,2,1
480187.6853,765966.0026,0.740545664,229.8387098,0.542151128,71.45364574,13.24182189,192.4927239,1864.902224,6.272708247,27.30158995,7.00480068,31.83222853,22.70679609,2252.511254,57.6611825,177.5369864,951.0802512,139.8688146,119.5542768,202.8011668,5887.351079,6607.631798,1,1,0,2,1
475687.6853,765466.0026,0.742599909,671.8056902,0.390362666,31.35468167,8.462339184,190.8506071,4458.577881,5.493165698,27.37965479,7.208408117,32.00014058,22.69951241,2265.280105,57.14411623,103.6054667,1447.322053,389.9132376,248.5595013,106.2664157,1895.888327,3705.427831,1,1,0,1,1
476187.6853,765466.0026,0.766899837,454.816184,0.733441478,32.43710067,8.44239373,166.5542297,4381.378373,5.245464451,27.38499762,7.190396559,31.99707764,22.69709477,2262.697887,57.24204345,80.48795355,1351.778656,155.0739318,150.1005035,154.3457337,2273.183797,3930.534116,1,1,0,3,1
476687.6853,765466.0026,0.737894002,229.8597878,0.552119311,28.44107725,6.4461055,185.3064268,4362.423568,6.460755398,27.36824817,7.178995243,31.98380746,22.68451584,2261.493334,57.16596299,212.5512736,1413.045137,167.0685122,74.06261509,355.4183563,2691.801119,4201.81199,1,1,0,3,1
476187.6853,762466.0026,0.631516116,150.4255968,0.968035324,24.40138864,8.244611403,146.536383,1431.629629,4.937575529,27.45700138,7.062170744,32.01973343,22.88079731,2282.854329,57.56104145,158.3331082,293.2779622,103.2010932,78.64151279,435.1431962,4712.473787,6691.378566,1,1,0,3,1
477687.6853,762466.0026,0.772375227,176.4363342,0.828686305,18.81477917,5.486448639,178.1076393,1627.741243,3.473117994,27.46928139,7.039567244,32.00851922,22.88826064,2276.010798,58.27425857,189.8876911,37.13270995,239.5810823,130.3598915,433.1738758,5472.989283,7282.029576,1,1,0,1,1
477187.6853,761966.0026,0.707875377,100.8069636,0.436595864,25.86735579,7.868433191,166.2702669,989.171539,4.142359173,27.45690079,7.018460166,32.00080549,22.89333147,2274.600107,58.02081244,84.24269787,240.8781612,100.8720746,102.5730568,613.0950412,5605.13617,7507.112529,1,1,0,1,1
477687.6853,761966.0026,0.738518822,172.3925852,0.616641163,30.62930057,8.588189703,182.5694413,1190.98402,3.721763485,27.44653509,7.014780775,31.99021163,22.88279778,2274.088482,58.15384226,105.9283102,198.3724218,149.0648126,150.9424424,284.3569859,5877.71273,7725.361177,1,1,0,1,1
478687.6853,761966.0026,0.807699392,207.1491069,0.687377594,33.50598986,8.850069729,184.6489075,1463.701443,2.754818592,27.45413216,7.01081369,31.99081829,22.88337761,2274.039632,58.49012248,159.2687211,137.9339468,222.8081001,147.0458926,595.8620798,6495.478919,8220.563177,1,1,0,3,1
479187.6853,761966.0026,0.795587592,154.843135,0.722908697,26.44070228,8.135664522,172.0507377,1124.101794,2.807961063,27.46626509,7.010998649,31.99904174,22.89159264,2274.372863,58.58874622,172.6608048,87.15870637,233.3032185,184.9408804,1028.08289,6838.065353,8500.846851,1,1,0,3,1
479687.6853,761966.0026,0.73391331,177.5464457,0.84415016,16.91779641,5.502840129,166.1881869,790.6248629,2.83136069,27.48566329,7.010970532,32.00122049,22.89852228,2273.18981,58.63234531,215.4528105,23.78929551,283.5547956,267.3892422,1194.892815,7198.977978,8800.484805,1,1,0,3,1
477187.6853,761466.0026,0.726109553,86.42419833,0.585653614,20.36872156,7.12870874,147.6677106,633.309081,3.952382405,27.44717893,6.991975523,31.99760528,22.89686712,2272.258573,57.87854429,37.95353022,172.0990189,211.7752069,100.6662042,647.0629007,6007.094347,7922.373099,1,1,0,1,1
479187.6853,761466.0026,0.79171932,141.6976302,0.593970425,26.69852811,8.071672136,162.1851111,885.9328875,2.83860656,27.44765157,7.003087064,31.98209875,22.88141293,2271.817173,58.4903923,98.75950871,117.1375079,175.9027401,119.5533145,1142.295998,7200.739069,8912.148385,1,1,0,3,1
479687.6853,761466.0026,0.76980966,213.7442863,0.776466724,14.18653816,4.788855528,164.32835,453.7043637,2.653278878,27.48287785,7.007611011,31.996982,22.89673341,2272.003007,58.63014978,234.9484628,19.32512378,277.0204704,274.3737297,1532.013241,7541.288466,9195.62615,1,1,0,3,1
479187.6853,760966.0026,0.779975337,111.137159,0.782403239,15.80205454,4.722061902,171.0151613,754.5467942,3.354244635,27.44740473,7.002781698,31.97875488,22.88970549,2270.476244,58.29509581,199.253385,51.91887949,313.5645812,185.9216147,1379.419746,7564.235596,9317.573829,1,1,0,3,1
482687.6853,760966.0026,0.520942908,60.48383801,183.4194641,13.9930345,4.17100117,169.9435933,505.5827134,5.361113323,27.50525569,7.073185621,32.0973282,22.89999962,2301.169379,58.72215721,91.51059758,231.7415298,812.944046,172.0773635,3070.359579,10122.19003,11505.6454,1,1,1,2,1
471187.6853,760466.0026,0.609977904,112.4943732,2.234871175,26.33640426,6.198314042,183.250447,5232.074118,7.063738617,27.42518318,7.292433538,32.07072003,22.69962694,2275.046657,55.34111518,330.3033631,742.0720805,272.6384271,99.4924609,223.4399753,608.1534971,8884.779522,1,1,1,2,1
471687.6853,760466.0026,0.646890265,175.0988247,1.974651598,36.72502573,8.123852137,222.1002256,4740.936046,6.22262628,27.3907729,7.251677866,32.02027438,22.6993457,2274.963827,55.55254698,164.8127932,1144.284088,143.0437717,113.8584813,500.0116356,999.2691903,8731.981098,1,1,0,2,1
471687.6853,759966.0026,0.669624459,107.1026786,1.910735938,35.40167851,6.920844024,210.2266104,4782.134895,6.597898938,27.37507101,7.234378649,32.00741082,22.69994261,2274.751949,55.254842,218.4039629,1426.766793,139.5387724,84.73168222,486.9811439,873.6157412,9212.974817,1,1,0,2,1
471187.6853,757966.0026,0.724641149,282.524543,1.19303455,77.54077232,12.60095325,165.8854442,5445.270689,5.646118807,27.34599216,7.288926151,32.02149114,22.65805924,2277.639859,54.83360372,75.97622673,1252.718078,103.912903,254.1042161,608.0777805,367.8737648,11274.04199,1,1,0,1,1
471687.6853,757966.0026,0.681050539,286.0284561,1.258342431,58.69524932,11.72313622,175.1399847,4956.023087,5.902559797,27.35259132,7.270667291,32.01344547,22.69808722,2278.472597,54.9344746,127.2962203,1059.181476,132.2821631,248.244398,633.523731,825.476321,11154.00683,1,1,0,3,1
472187.6853,757966.0026,0.692284124,229.2903302,1.79892738,35.42361822,9.304957209,161.8283773,4469.265841,6.468595095,27.36475012,7.251079377,32.0227842,22.71586859,2278.914932,55.01235941,159.8002308,617.1648032,187.8649645,186.621245,291.5050798,1304.778674,11056.21023,1,1,0,3,1
472687.6853,757966.0026,0.721391956,220.5434808,1.065603214,27.45460882,8.259276021,192.5099547,3985.77798,6.660821383,27.37869399,7.227447557,32.02839048,22.73939224,2279.171013,55.11325579,189.2039513,357.4791441,462.9183395,116.5267616,166.0713449,1782.247395,10980.13343,1,1,0,3,1
466687.6853,757466.0026,0.634343507,115.8629486,1.23148232,26.5152092,6.333587047,170.7107208,3987.56044,6.329515623,27.41935319,7.266624395,32.0852715,22.69384239,2260.784601,53.50210194,453.601358,799.5741807,110.0926484,75.62609328,212.5796253,505.1422442,13599.45582,1,1,0,2,1
471187.6853,757466.0026,0.657033696,266.8709149,1.748885586,33.76705133,9.785612977,174.8573934,5562.774413,6.489533063,27.34320615,7.305073685,32.02758006,22.64874059,2280.306614,54.82901229,235.7881586,1319.400544,138.5468062,290.8826472,338.1768788,526.591164,11757.418,1,1,0,2,1
471687.6853,757466.0026,0.5505255,285.0006488,1.510596181,26.79873983,9.249197308,181.0278561,5084.810212,7.299935995,27.35581391,7.286665367,32.02145661,22.70124514,2281.514413,54.95048572,284.4836317,1050.529434,221.5934884,338.8193513,402.8456613,911.9518909,11642.36673,1,1,0,2,1
466687.6853,756966.0026,0.620320927,138.3232936,1.043604698,20.54219347,5.883748429,174.2613711,4062.084848,6.807452624,27.39768817,7.269328192,32.0581599,22.66671706,2262.134716,53.26447287,501.3590633,825.617175,108.9743211,161.6124102,214.12763,280.5759905,14020.58522,1,1,0,2,1
467187.6853,756966.0026,0.662956561,171.0020988,1.1398713,33.34927927,9.341972256,208.6680579,4466.030741,5.399752331,27.38335387,7.280945218,32.04089737,22.63931001,2264.669989,53.29303575,151.6576417,1202.920219,80.17689052,124.9857857,215.2711755,538.0928118,13761.72854,1,1,0,1,1
467187.6853,756466.0026,0.648714698,74.4778639,1.144202349,26.18225103,8.244660731,184.9140895,4308.401478,5.843515394,27.38478696,7.287313504,32.05403449,22.65281027,2263.391204,53.10370292,200.7092538,906.3925887,156.113679,57.69367941,211.2088033,739.2020768,14195.62345,1,1,0,1,1
476187.6853,754966.0026,0.728623744,143.3972209,0.670563474,35.18697361,9.392124997,175.1611168,2801.436798,5.784149297,27.38635692,7.211208768,32.01646404,22.72974278,2310.888857,55.61579977,142.5373136,397.0967693,155.7153949,72.77304411,83.87382354,3202.191999,14027.25403,1,1,0,1,1
475687.6853,754466.0026,0.779839113,188.1812347,0.407880932,14.88270525,4.690773287,167.7269321,3491.8326,5.418968922,27.36350449,7.272686622,32.00124397,22.70603079,2309.839975,55.24306238,243.1327152,301.2096815,313.1842274,259.6543208,13.51199238,2510.482829,14461.97908,1,1,0,1,1
476187.6853,754466.0026,0.642546982,95.69832508,0.396077318,17.86978822,6.233948769,190.0329264,3239.351835,6.346541072,27.34049227,7.239514869,31.96203601,22.66815601,2314.134481,55.43134613,340.605518,614.3847701,177.6253115,116.2649852,72.60566982,2812.211682,14522.29406,1,1,0,1,1
476687.6853,754466.0026,0.729084922,250.5903068,0.53115745,46.07656288,10.653007,240.7713946,3051.126533,5.85980238,27.32883511,7.228025531,31.9486467,22.66544339,2315.00877,55.45564729,267.1592261,1008.444825,61.21504625,102.1648726,137.1614368,3012.085423,14600.19525,1,1,0,1,1
469687.6853,753966.0026,0.57587047,145.6543284,0.966431819,71.94758316,11.27806141,176.3168539,6155.597382,7.467884592,27.246872,7.417692909,31.94752391,22.51845777,2294.792875,53.62320792,352.4786164,2148.490877,144.6392921,319.0253124,375.8561252,525.0947982,15532.75523,1,1,0,1,1
471187.6853,753966.0026,0.731273975,706.4959801,0.901154346,66.82515419,9.97873454,161.5770868,7201.290563,7.377006312,27.24953896,7.462945101,31.94328348,22.53379689,2298.745947,54.101409,442.5477377,1333.911894,582.1053133,559.5414226,73.08179877,1491.983124,15171.20366,1,1,0,1,1
476187.6853,753966.0026,0.747688967,283.6830209,0.388953745,44.43487712,9.741588871,153.7860455,3692.773145,5.414761953,27.29418225,7.271776063,31.91162247,22.61162571,2317.27463,55.23873283,174.5116135,980.1991746,68.42632098,63.27559932,149.2334247,2460.528569,15017.65862,1,1,0,3,1
476687.6853,753966.0026,0.748613141,153.4707295,0.411240042,52.55478483,11.59842498,199.7691541,3528.766731,5.260399671,27.28882419,7.262974977,31.9137571,22.61386405,2317.613201,55.26678094,365.5793216,1309.522822,61.28056385,44.88807875,274.6512237,2575.186321,15093.00821,1,1,0,3,1
470687.6853,753466.0026,0.653156482,169.973286,0.806881532,64.51858133,8.037613054,172.3743769,7173.459482,6.224401563,27.24262034,7.480487878,31.9474345,22.50544633,2299.615958,53.8311478,314.1524018,1087.511789,116.0644049,82.68093363,218.9124793,1000.539519,15764.00927,1,1,1,3,1
471187.6853,753466.0026,0.714382088,305.2316621,1.179216487,61.24894419,7.722476926,174.92162,7419.382314,6.83656146,27.25893989,7.484954893,31.9653189,22.51508277,2300.363121,54.01310795,502.4616073,855.0228425,360.4200872,245.8817408,70.56487042,1454.219736,15662.00769,1,1,0,1,1
470687.6853,752966.0026,0.648970946,151.5250908,0.582675176,53.1239342,5.957732783,155.3032594,7225.863639,6.465426782,27.24786665,7.499666255,31.96483873,22.49678441,2300.641772,53.72553145,581.4489019,790.9661109,199.176467,71.26646967,189.4039781,844.1383676,16252.2897,1,1,0,2,1
471187.6853,752966.0026,0.638384714,200.6355566,1.014232452,46.72545038,6.172529028,167.8685489,7611.289388,6.636909879,27.25834876,7.504042512,31.98011301,22.50060577,2301.690975,53.91493224,790.6960649,422.574994,398.1806527,227.3736045,75.84660467,1313.253059,16153.37015,1,1,0,2,1
471187.6853,748966.0026,0.741930958,758.3225187,1.867694681,52.59857039,6.407602409,155.0881878,9142.67806,7.884268043,27.25915333,7.646205737,32.08492512,22.41558684,2308.10005,53.45246322,1285.065329,2174.975087,2367.359512,1235.415031,223.4988498,2391.959189,15670.89246,1,1,1,4,1
471687.6853,748966.0026,0.736580896,581.5048165,1.10354161,56.53386903,7.849896557,216.1541637,9370.108683,7.996394556,27.26616227,7.651084024,32.09637338,22.43945545,2312.073216,53.65643457,1737.576885,1866.845763,2580.365984,1645.177452,450.6075102,2558.938167,15933.21098,1,1,1,4,1
471187.6853,748466.0026,0.714931028,856.3801623,1.848993512,49.61155402,6.485875445,194.4106969,9364.380062,8,27.27909055,7.654344454,32.09831872,22.42394808,2313.674167,53.51706146,1382.207273,2566.639217,2636.936975,1584.772563,536.0165878,1950.025206,15243.99589,1,1,1,4,1
471687.6853,748466.0026,0.732020618,437.9056335,1.230487018,46.36357725,6.752341908,172.2390874,9231.111581,7.963855602,27.2816837,7.646423592,32.09981821,22.46437214,2316.84688,53.68394612,1821.396916,2234.252718,2526.740262,1905.205107,445.1233905,2101.403072,15513.47947,1,1,1,4,1
472187.6853,748466.0026,0.713711637,154.7002857,1.062142891,51.14468756,8.658103278,186.2437804,8799.334684,7.276480648,27.26941456,7.615511569,32.09528684,22.47512044,2317.547199,53.72065057,1998.816329,1942.119572,2094.417124,1783.996349,157.624145,2331.789432,15791.00155,1,1,0,1,1
476687.6853,726966.0026,0.5753228,4941.580631,0.656811186,16.17943896,4.280498943,179.1885061,63.50637484,4.432283318,27.50416565,7.358333588,32.20000076,22.79999924,2370,51.13220215,4006.79131,10.90435045,3961.010808,4811.084006,4643.808159,6001.975257,8563.388613,1,1,0,4,1
459187.6853,721966.0026,0.702608749,243.8346205,0.972235556,275.7611189,14.49689974,157.6625784,11505.26347,7.832757658,26.37646233,7.873156779,31.48652414,21.27246077,2252.049862,37.14484615,299.8911562,7935.945769,2410.440154,5974.552471,2178.40314,3269.612656,252.046409,1,1,0,4,1
459687.6853,721966.0026,0.747125009,202.8486882,0.934395805,248.9895141,13.85161486,173.3610523,11879.70404,7.990792804,26.4035368,7.903412583,31.50990124,21.31904637,2257.498354,37.67445283,234.915236,7479.383569,2524.020299,5474.991339,2109.215512,3349.817903,131.4385513,1,1,0,4,1
459187.6853,721466.0026,0.722536766,268.5390502,1.278742294,263.601844,10.28054833,200.5430861,11763.24692,7.846577842,26.31222108,7.900234671,31.43552308,21.17825064,2253.145251,36.57817097,331.0523017,7752.604554,1918.266215,6005.302225,2160.733513,2772.969348,306.3992354,1,1,0,4,1
460187.6853,721466.0026,0.730730565,228.1822968,1.577454944,311.1661148,14.94723656,191.1931177,12051.00678,8.40469578,26.15443233,7.91788107,31.28093357,21.04000837,2261.748964,36.38734514,583.0649848,6819.812042,2301.382786,5011.422574,1472.54224,3040.692555,38.53914805,1,1,0,2,1
460687.6853,721466.0026,0.763010608,239.8851046,0.972624124,329.3971918,17.94289095,209.6252076,11615.27992,8.532136487,26.07468184,7.924325017,31.20602683,20.96076628,2264.141555,36.29312513,1025.841058,6362.420493,2616.77492,4516.852997,1198.815233,3281.280429,19.36977237,1,1,0,2,1
467687.6853,695466.0026,0.720741696,192.299621,0.885965975,206.5478155,11.70756467,138.2459992,30868.73603,8.396798112,26.43837083,9.196978825,32.230485,20.56711375,2367.813746,29.61476013,960.598823,20047.39542,515.6413076,23878.73319,680.3794868,176.4762833,13.86974439,1,1,0,1,1
467687.6853,668966.0026,0.71065702,634.7228652,0.745200753,459.0873516,10.85502123,159.2115481,50512.38774,8.030144728,25.1171599,9.939063921,31.30426095,18.86080779,2358.721769,20.12329192,253.6814049,43524.37443,2204.861455,49543.69224,2104.330405,2372.325962,192.5026751,1,1,0,1,1
467687.6853,668466.0026,0.699702591,236.2678109,0.745200753,453.7472739,7.866971342,118.6641019,50724.63045,7.769382451,25.33228947,9.980719278,31.50035609,19.09804093,2370.956954,20.18494847,234.6293812,44000.36974,1755.978106,50034.9718,1721.748611,2045.63264,350.7660335,1,1,0,1,1
467687.6853,667966.0026,0.678072567,110.4473508,0.745200753,470.1578005,9.481538737,106.9905675,50935.46764,7.451351892,25.26805637,9.973638382,31.4286357,19.04806113,2370.000698,20.01614986,173.0610667,44476.88549,1344.509834,50526.41948,1367.970442,1800.275209,371.6196077,1,1,0,1,1
468187.6853,667966.0026,0.709162261,274.9878965,0.811146783,436.6863958,9.27935466,146.0336121,51388.35933,7.897358561,25.46774444,9.962712036,31.59474559,19.27063246,2375.968169,20.22155536,281.1679726,44328.95012,1110.922182,50437.31285,1025.484676,1361.977428,490.2335614,1,1,0,4,1
467687.6853,667466.0026,0.642210366,104.5626052,0.796038884,499.7742553,10.59710159,108.2644998,51150.28219,7.872002738,25.17393085,9.963032144,31.32321639,18.97346532,2368.196534,19.77870994,237.7108841,44953.905,1016.63892,51018.03167,1050.331718,1670.117485,189.8837779,1,1,0,4,1
468187.6853,667466.0026,0.700203742,177.8920089,1.069879639,461.5931157,10.68825954,129.7011236,51601.28897,7.822749841,25.42585174,9.960440493,31.54875937,19.24417811,2376.879083,20.02431381,239.8443102,44807.54535,677.8402119,50929.78473,673.7341198,1184.122146,487.2233923,1,1,0,4,1
467687.6853,666966.0026,0.707837777,264.5568182,0.787664911,533.3831922,12.18961886,120.6820146,51369.02161,8.101987301,24.96496534,9.935779437,31.08399688,18.7860788,2357.721288,19.41074626,185.3035338,45431.41414,866.6672377,51509.804,852.7038721,1664.800754,71.94604284,1,1,0,4,1
454687.6853,664466.0026,0.584158622,250.9825384,0.865527632,1498.397538,11.79605202,191.5354919,41569.55357,7.956501232,19.86825382,10.34873117,26.65440776,12.9975503,2477.998707,25.24131501,2583.234779,52959.40738,12391.63419,56764.64299,2506.866173,11284.0997,328.0682578,1,1,0,2,1
452187.6853,660966.0026,0.56569167,229.6757993,0.745200753,1195.067644,17.86902217,215.6009649,41913.64557,8.513127386,21.41918544,10.16274342,28.0366274,14.76354185,2374.381135,22.85188663,4432.777903,57241.82803,11044.35472,60778.61158,2321.230432,11359.98845,46.02130536,1,1,0,2,1
452687.6853,660966.0026,0.417556496,113.7768827,0.745200753,1273.342294,15.18429538,258.2911324,42280.09398,8.657992325,21.38647486,10.16448047,27.99286607,14.74323134,2377.691398,22.89314243,4550.312663,56990.49705,10686.80599,60648.86622,2689.06789,11018.13887,10.77790144,1,1,0,1,1
453187.6853,660966.0026,0.487083189,270.4450479,0.745200753,1345.013812,16.10478172,179.2144549,42648.89632,8.866249491,21.2155838,10.15520645,27.7702093,14.60948602,2389.999902,23.23133988,4714.204069,56743.19245,10341.17711,60523.54082,3074.681622,10687.59082,7.735817223,1,1,0,3,1
452187.6853,660466.0026,0.612469769,293.5738965,0.745200753,1141.635514,18.35253665,211.739868,42257.02607,8.705973656,21.9814983,10.18897156,28.56965505,15.32337304,2331.006926,21.54952769,4006.88943,57673.54118,10706.14722,61260.98699,2652.309132,11005.62035,14.90621196,1,1,0,3,1
452687.6853,660466.0026,0.490162838,98.37895689,0.745200753,1209.58263,16.55904504,215.1895804,42620.14871,8.630989551,21.76632312,10.16808199,28.3328579,15.12437589,2346.87146,21.99030433,4138.45647,57424.42863,10337.31204,61132.46386,3026.831962,10652.78756,6.964581918,1,1,0,3,1
